instance_id,condition,prior_failure_signature_excerpt,run_failure_signature_excerpt,target_failure_signature_excerpt,reused_prior_failure_signature_bool,reproduced_target_failure_bool,resolved,supporting_run_artifact
sympy__sympy-19006,memory,E AttributeError: 'Symbol' object has no attribute 'y'|FAILED [100%]|<string>:1: AttributeError|- Traceback (most recent call last):|- ImportError: SymPy now depends on mpmath as an external library. See https:/docs.sympy.org/latest/install.html#mpmath for more information.|- ERROR: Should not be equal!|- ERROR: Should have raised AttributeError or returned False|- E ValueError: Name node can't be used with 'False' constant|- FAILED sympy/core/tests/test_sympify.py::test_evaluate_false - ValueError: Na...|- FAILED sympy/core/tests/test_sympify.py::test_numpy_sympify_args - ValueError...,"13 class SympifyError(ValueError): | 20 return ""SympifyError: %r"" % (self.expr,) | 22 return (""Sympify of expression '%s' failed, because of exception being "" | 50 Traceback (most recent call last): | 52 SympifyError: SympifyError: {} | 87 except NotImplementedError: | 133 Traceback (most recent call last): | 135 Sy...|sympy/core/decorators.py:19: from sympy.utilities.exceptions import SymPyDeprecationWarning | /testbed/sympy/core/function.py:53:from sympy.utilities.exceptions import SymPyDeprecationWarning | /testbed/sympy/core/numbers.py:35:from sympy.utilities.exceptions import SymPyDeprecationWarning | /testbed/sympy/...|Here's the result of running `cat -n` on /testbed/sympy/utilities/exceptions.py: | 2 General SymPy exceptions and warnings. | 19 >>> from sympy.utilities.exceptions import SymPyDeprecationWarning | 144 raise ValueError(""feature is required argument of SymPyDeprecationWarning"") | 147 raise ValueError(""deprecated_sinc...|319 # XXX: Catches AttributeError: 'SympyConverter' object has no | 322 except AttributeError: | 350 except SympifyError:|295 except KeyError: | 319 # XXX: Catches AttributeError: 'SympyConverter' object has no | 322 except AttributeError: | 350 except SympifyError: | 358 except (TypeError, ValueError, AttributeError, SympifyError): | 368 except TypeError: | 375 except TypeError:|81 except ImportError: | 312 except OverflowError:|386 # return an exception | 390 except Exception as exc:|13 class SympifyError(ValueError):|11 from sympy.utilities.exceptions import SymPyDeprecationWarning | 14 class SympifyError(ValueError): | from sympy.utilities.exceptions import SymPyDeprecationWarning | class SympifyError(ValueError): | return ""SympifyError: %r"" % (self.expr,) | return (""Sympify of expression '%s' failed, because of exception being...|387 # return an exception | 391 except Exception as exc:",AttributeError: 'Symbol' object has no attribute 'y',1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19006/memory
sympy__sympy-19235,no_memory,,"raise ValueError(""'mode' must be one of 'inline', 'plain', "" | except KeyError: | except KeyError: | except KeyError: | from sympy.utilities.exceptions import SymPyDeprecationWarning | raise ValueError('Unknown Decimal Separator') | raise ValueError('Unknown Decimal Separator') | raise ValueError('Unknown Decimal Se...|ERROR: not found: /testbed/sympy/printing/tests/test_latex.py::test_function_eq|================== 145 passed, 2 xfailed, 1 warning in 1.28s ===================",,0,0,1,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19235/no_memory
sympy__sympy-19235,raw,"SyntaxError: invalid syntax|Traceback (most recent call last):|raise ImportError(""SymPy now depends on mpmath as an external library.|ImportError: SymPy now depends on mpmath as an external library. See http:/docs.sympy.org/latest/install.html#mpmath for more information.|AttributeError: 'NoneType' object has no attribute 'loader'","raise ValueError(""'mode' must be one of 'inline', 'plain', "" | except KeyError: | except KeyError: | except KeyError: | from sympy.utilities.exceptions import SymPyDeprecationWarning | raise ValueError('Unknown Decimal Separator') | raise ValueError('Unknown Decimal Separator') | raise ValueError('Unknown Decimal Se...|ERROR: not found: /testbed/sympy/printing/tests/test_latex.py::test_functions|raises(ValueError, lambda: latex(expr, mode='foo')) | raises(TypeError, lambda: latex(x*y, method=""garbage"")) | raises(ValueError, lambda: multiline_latex(f, expr, environment=""foo"")) | raises(ValueError, lambda: latex([1,2.3,4.5], decimal_separator='non_existing_decimal_separator_in_list')) | raises(ValueError, lam...|================== 145 passed, 2 xfailed, 1 warning in 1.29s ===================|All 147 tests in `test_latex.py` pass (145 passed, 2 xfailed as expected).",,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19235/raw
sympy__sympy-19235,adp,"SyntaxError: invalid syntax|Traceback (most recent call last):|raise ImportError(""SymPy now depends on mpmath as an external library.|ImportError: SymPy now depends on mpmath as an external library. See http:/docs.sympy.org/latest/install.html#mpmath for more information.|AttributeError: 'NoneType' object has no attribute 'loader'","160 raise ValueError(""'mode' must be one of 'inline', 'plain', "" | 176 except KeyError: | 182 except KeyError: | 205 except KeyError: | 446 raise ValueError(""Unknown environment: {}"".format(environment))|raise ValueError(""'mode' must be one of 'inline', 'plain', "" | except KeyError: | except KeyError: | except KeyError: | from sympy.utilities.exceptions import SymPyDeprecationWarning | raise ValueError('Unknown Decimal Separator') | raise ValueError('Unknown Decimal Separator') | raise ValueError('Unknown Decimal Se...",,0,0,1,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19235/adp
sympy__sympy-19235,memory,"- Traceback (most recent call last):|- ImportError: SymPy now depends on mpmath as an external library. See http:/docs.sympy.org/latest/install.html#mpmath for more information.|SyntaxError: invalid syntax|Traceback (most recent call last):|raise ImportError(""SymPy now depends on mpmath as an external library.|ImportError: SymPy now depends on mpmath as an external library. See http:/docs.sympy.org/latest/install.html#mpmath for more information.|AttributeError: 'NoneType' object has no attribute 'loader'","raise ValueError(""'mode' must be one of 'inline', 'plain', "" | except KeyError: | except KeyError: | except KeyError: | from sympy.utilities.exceptions import SymPyDeprecationWarning | raise ValueError('Unknown Decimal Separator') | raise ValueError('Unknown Decimal Separator') | raise ValueError('Unknown Decimal Se...|raises(ValueError, lambda: latex(expr, mode='foo')) | raises(TypeError, lambda: latex(x*y, method=""garbage"")) | raises(ValueError, lambda: multiline_latex(f, expr, environment=""foo"")) | raises(ValueError, lambda: latex([1,2.3,4.5], decimal_separator='non_existing_decimal_separator_in_list')) | raises(ValueError, lam...",,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19235/memory
sympy__sympy-19484,no_memory,,"476 raise TypeError(""Bad argument type for Abs(): %s"" % type(arg))|Traceback (most recent call last): | TypeError: eval() missing 1 required positional argument: 'arg'",,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19484/no_memory
sympy__sympy-19484,raw,"Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|=================== 28 passed, 3 xfailed, 1 warning in 1.39s ===================|assert result == x / Abs(x), ""FAILED|assert result_simp == expected_simp or result == expected or result == sign(val), f""FAILED for {val}""|assert result == 1, ""FAILED""|assert result == -1, ""FAILED""|assert result == w / Abs(w), ""FAILED","476 raise TypeError(""Bad argument type for Abs(): %s"" % type(arg))|raise TypeError(""Bad argument type for Abs(): %s"" % type(arg)) | raise TypeError(""Bad argument type for Abs(): %s"" % type(arg))|Traceback (most recent call last): | AttributeError: 'Mul' object has no attribute '_eval_simplify'|1866 raise AttributeError('Atoms have no args. It might be necessary|raise AttributeError(""Can not collect noncommutative symbol"") | raise AttributeError(""Can not collect noncommutative symbol"")|28 passed, 3 xfailed, 1 warning in 1.82s|28 passed, 3 xfailed, 1 warning in 1.33s|49 passed, 1 xfailed, 1 warning in 39.80s|253 passed, 12 xfailed, 1 warning in 608.11s (0:10:08)",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19484/raw
sympy__sympy-19484,adp,"Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|=================== 28 passed, 3 xfailed, 1 warning in 1.39s ===================|assert result == x / Abs(x), ""FAILED|assert result_simp == expected_simp or result == expected or result == sign(val), f""FAILED for {val}""|assert result == 1, ""FAILED""|assert result == -1, ""FAILED""|assert result == w / Abs(w), ""FAILED","476 raise TypeError(""Bad argument type for Abs(): %s"" % type(arg))|# ValueError may seem more reasonable but since it's a @property, | # we need to use AttributeError to keep from confusing things like | raise AttributeError(""Cannot convert Mul to mpc. Must be of the form Number*I"") | failed = [] # failed terms will need subs if other terms pass | failed.append(i) | # failed so we ...|=================== 28 passed, 3 xfailed, 1 warning in 1.33s ===================|ERROR: file or directory not found: sympy/core/tests/test_mul.py|=================== 98 passed, 2 xfailed, 1 warning in 4.65s ===================|raises(TypeError, lambda: Abs(Interval(2, 3))) # issue 8717 | raises(TypeError, lambda: Abs(Interval(2, 3))) # issue 8717|=================== 28 passed, 3 xfailed, 1 warning in 1.32s ===================|================== 49 passed, 1 xfailed, 1 warning in 39.88s ===================|============= 188 passed, 1 skipped, 3 xfailed, 1 warning in 6.22s =============|=================== 28 passed, 3 xfailed, 1 warning in 1.48s ===================",,1,1,1,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19484/adp
sympy__sympy-19484,memory,"- Traceback (most recent call last):|=================== 28 passed, 3 xfailed, 1 warning in 1.39s ===================|Traceback (most recent call last):","476 raise TypeError(""Bad argument type for Abs(): %s"" % type(arg))|Traceback (most recent call last): | AttributeError: 'Abs' object has no attribute '_eval_simplify'|raise AttributeError(""Can not collect noncommutative symbol"") | raise AttributeError(""Can not collect noncommutative symbol"")|raises(AttributeError, lambda: collect(a*b + b*a, a)) | raises(AttributeError, lambda: collect(a*b + b*a, a))|sympy/simplify/tests/test_radsimp.py::test_collect_abs FAILED | E UnboundLocalError: local variable 'y' referenced before assignment | FAILED sympy/simplify/tests/test_radsimp.py::test_collect_abs - UnboundLocalE... | ========================= 1 failed, 1 warning in 0.31s =========================|=================== 28 passed, 3 xfailed, 1 warning in 1.33s ===================|================== 49 passed, 1 xfailed, 1 warning in 39.78s ===================",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19484/memory
sympy__sympy-19558,no_memory,,"51f4ac8746 raise TypeError when divmod arg is oo, -oo, or nan|except Exception as ex: | print('Error:', type(ex).__name__, str(ex)) | import traceback | traceback.print_exc()|sympy/functions/elementary/miscellaneous.py: raise ValueError(""The argument '%s' is not comparable."" % arg)|124 ``sqrt`` in an expression will fail: | 130 Traceback (most recent call last): | 132 sympy.core.sympify.SympifyError: SympifyError: <function sqrt at 0x10e8900d0> | 323 except ArgumentIndexError|561: raise ValueError(""The argument '%s' is not comparable."" % arg)|561 raise ValueError(""The argument '%s' is not comparable."" % arg)|except Exception as e: | print('Max(nan, 1) error:', type(e).__name__, str(e)) | except Exception as e: | print('Min(nan, 1) error:', type(e).__name__, str(e)) | Max(nan, 1) error: ValueError The argument 'nan' is not comparable. | Min(nan, 1) error: ValueError The argument 'nan' is not comparable.|5b5a3cfaeb Resolves ValueError during limit evaluation | 7535781eb7 integrals: Added an exception for limits of a sum of integral|except Exception as ex: | print('Error:', type(ex).__name__, str(ex))",gives `ValueError: The argument 'nan' is not comparable.,0,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19558/no_memory
sympy__sympy-19558,raw,"Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'loader'|=================== 28 passed, 3 xfailed, 1 warning in 1.39s ===================|assert result == x / Abs(x), ""FAILED|assert result_simp == expected_simp or result == expected or result == sign(val), f""FAILED for {val}""|assert result == 1, ""FAILED""|assert result == -1, ""FAILED""|assert result == w / Abs(w), ""FAILED","except Exception as ex: | print('Error:', type(ex).__name__, str(ex))|- except ValueError:|sympy/functions/elementary/miscellaneous.py: raise ValueError(""The argument '%s' is not comparable."" % arg) | sympy/core/numbers.py: NaN is not comparable so inequalities raise a TypeError. This is in|561: raise ValueError(""The argument '%s' is not comparable."" % arg)|561 raise ValueError(""The argument '%s' is not comparable."" % arg)|import traceback | except ValueError as ex: | print('ValueError:', ex) | traceback.print_exc()|SyntaxError: invalid syntax|# The issue says ValueError: The argument 'nan' is not comparable|5b5a3cfaeb Resolves ValueError during limit evaluation | 3af7edb92e solvers: Fixing the bare ValueError | 123b56f7ce raise ValueError instead of assert | f1f2b0a3fa Quaternion: test ValueError for mul/add with non-commutative expr | b35239959c Quaternion: ValueError when mul/add with non a commutative expression | f...|Resolves ValueError during limit evaluation",gives `ValueError: The argument 'nan' is not comparable.,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-19558/raw
